Name,RA,Dec,V-Mag,Spectrum
HIP 97816,19.877143,-54.971026,5.76,G8/K0III
HIP 97819,19.877532,-54.976444,6.5,A2V
HIP 97845,19.88368,47.80772,6.3,B0.5IIIn
HIP 97849,19.885107,-14.603203,6.47,A1V
23    Cyg,19.88816,57.523482,5.14,B5V
HIP 97871,19.888538,-3.114464,5.63,A5pvar
13    Vul,19.891026,24.079614,4.57,B9.5III
HIP 97892,19.893168,59.70866,6.06,A3V
56    Aql,19.902299,-8.574211,5.76,K5III
Libertas,19.904134,8.461453,4.71,K0III
HIP 97944,19.904931,-23.941071,6.22,K3/K4V
HIP 97961,19.908632,24.319388,5.56,A0III
57    Aql,19.910459,-8.227289,5.7,B7Vn
57    Aql,19.910573,-8.237048,6.49,B8V
HIP 97970,19.911167,7.140353,6.14,A2V
HIP 97971,19.911235,-61.170792,6.21,A3V
58    Aql,19.912444,0.273627,5.6,A0III
HIP 97985,19.913403,36.995676,5.79,Fp
HIP 98012,19.918085,-33.046252,6.47,K2/K3III
Iot Sgr,19.921026,-41.868288,4.12,K0III
Alshain,19.921887,6.406763,3.71,G8IVvar
HIP 98038,19.922083,-6.73478,6.49,F2V
HIP 98044,19.922793,58.250193,6.1,G9III
24Psi Cyg,19.927167,52.438948,4.91,A4Vn
Terebellum,19.930651,-26.299506,4.7,G3/G5III
22    Cyg,19.931045,38.486705,4.95,B5IV
HIP 98073,19.932051,58.845969,4.98,K5II-III
10    Sge,19.933684,16.634799,5.71,G5Ibv SB
HIP 98086,19.933787,-81.34984,6.39,K3/K4III
61Phi Aql,19.937292,11.423721,5.28,A1IV
21Eta Cyg,19.938438,35.083424,3.89,K0IIIvar
HIP 98111,19.938622,56.687017,6.16,A4Vn
HIP 98143,19.945595,36.250599,6.03,B5IV
HIP 98146,19.94588,50.902523,6.46,A1V
59    Sgr,19.94912,-27.169899,4.54,K3III
HIP 98174,19.951749,-58.901351,5.24,B9.5IV
HIP 98194,19.953852,40.367824,5.46,B5V
11    Sge,19.962624,16.789163,5.54,B9III
HIP 98253,19.965588,42.260771,6.44,A3V
61    Sgr,19.965842,-15.49149,5.01,A2V
HIP 98308,19.974649,63.534135,6.15,A3V
HIP 98320,19.97621,38.105693,6.33,B5IV
HIP 98325,19.977216,30.983665,5.51,B9Vn
HIP 98332,19.978116,-69.163957,5.74,Am
HIP 98333,19.97828,70.366949,6.32,G8III
12Gam Sge,19.979285,19.492148,3.51,K5III
HIP 98346,19.981374,-68.762583,6.38,A2V
HIP 98351,19.982338,-30.538384,6.27,K1III
60    Sgr,19.982555,-26.195767,4.84,G8II/III
14    Vul,19.986261,23.101281,5.68,F0
HIP 98379,19.987595,52.055691,6.14,B5III
HIP 98383,19.989006,45.772541,5.92,A5III
HIP 98385,19.989623,1.377696,6.17,G8III
69    Dra,19.993522,76.481392,6.2,M3III
The1Sgr,19.995605,-35.276305,4.37,B2.5IV
HIP 98416,19.996485,-9.958238,5.87,F8V
The2Sgr,19.997595,-34.697799,5.3,A4/A5IV
25    Cyg,19.998665,37.042885,5.15,B3IV
13    Sge,20.000919,17.516511,5.33,M4IIIa
HIP 98458,20.004266,26.187887,6.49,G8II
HIP 98461,20.004425,-37.701719,5.95,G8/K0III
HIP 98470,20.005621,-33.703452,5.65,F7V
Mu 1Pav,20.006418,-66.94936,5.75,K0IV
HIP 98482,20.007042,-49.350946,6.18,K0III
HIP 98485,20.007356,-43.043302,6.11,M0III
Eps Pav,20.009845,-72.910504,3.97,A0V
HIP 98512,20.013424,-45.112918,5.8,A8III
HIP 98526,20.016383,8.557735,5.9,K5III
15    Vul,20.018346,27.753573,4.66,A4III
HIP 98563,20.020917,37.098996,6.23,K0III
26    Cyg,20.022655,50.104695,5.06,K1II-III
HIP 98575,20.023291,-22.737307,6.01,K0III
HIP 98579,20.024104,-40.814336,6.31,A2/A3V
64    Dra,20.024594,64.820974,5.22,M1III
HIP 98609,20.029086,24.800423,5.88,B4V
HIP 98608,20.029093,-59.375893,4.95,M6III
Mu 2Pav,20.03123,-66.943966,5.32,K2IVCN...
63    Sgr,20.032944,-13.637217,5.69,A1IV
16    Vul,20.03373,24.938043,5.23,F2III
65    Dra,20.03894,64.634419,6.27,G7III:
HIP 98661,20.039473,22.151458,6.5,B1Iab
62    Sgr,20.044299,-27.709845,4.43,M4III
HIP 98701,20.046892,31.958832,6.39,K1III
67Rho Dra,20.04696,67.873565,4.51,K3III
HIP 98738,20.054555,18.500993,5.99,K3Iab:
HIP 98754,20.058338,16.031255,5.73,B9MNp...
HIP 98761,20.059291,-37.940699,4.77,K4III
HIP 98767,20.060373,29.896805,5.73,G6IV+...
HIP 98772,20.060777,22.941058,6.45,K2
HIP 98785,20.062309,-22.595595,6.44,F7V
15    Sge,20.068399,17.070173,5.8,G1V
63Tau Aql,20.068976,7.277966,5.51,K0III
HIP 98842,20.072108,-32.056296,4.99,K1III/IV
62    Aql,20.073098,-0.709309,5.67,K4III
HIP 98858,20.074665,48.229664,6.16,A2IV
HIP 98863,20.076715,32.218598,5.62,B1.5Ia comp
HIP 98872,20.079032,63.890207,6.24,A2II-III
HIP 98890,20.081502,68.027159,6.32,M3IIIa
HIP 98910,20.084837,-11.599413,6.38,F1III
HIP 98915,20.085207,51.839398,6.14,M1IIIa
16Eta Sge,20.08597,19.991071,5.09,K2III
HIP 98921,20.086039,38.478457,6.18,G5IV
HIP 98946,20.089306,56.341422,6.19,F4V
HIP 98954,20.090707,15.500412,6.37,M2  comp
HIP 98959,20.092216,-67.320897,6.07,G2V
66    Dra,20.092444,61.99542,5.4,K3III
HIP 99024,20.103396,-4.07821,6.47,K0
HIP 99026,20.103823,53.165688,5.81,F5V
27    Cyg,20.106055,35.972468,5.38,K0IV
17    Vul,20.114835,23.614425,5.08,B3V
Xi  Tel,20.1231,-52.880793,4.93,M1II
HIP 99137,20.126412,-55.016012,6.26,F8V
HIP 99145,20.128178,34.422905,6.12,B5Ib
HIP 99158,20.130658,9.399833,6.43,F3V
64    Aql,20.13384,-0.678185,5.97,K1IV
HIP 99176,20.13514,16.66439,6.39,M3III
HIP 99188,20.135988,-52.577795,6.47,G3V
HIP 99200,20.139021,-66.354691,6.45,K5III
HIP 99221,20.14202,-10.062595,6.18,B9.5III
HIP 99234,20.143966,10.725867,6.34,B3IV
Del Pav,20.145157,-66.182068,3.55,G5IV-Vvar
1Kap Cep,20.148145,77.711419,4.38,B9III
HIP 99270,20.151066,-47.06793,6.46,K5III
HIP 99294,20.156212,56.026828,6.49,K0
28    Cyg,20.157116,36.839621,4.93,B2.5V
18    Vul,20.175982,26.904169,5.51,A3III
HIP 99445,20.184317,21.134579,6.24,K0
HIP 99453,20.185395,-57.524239,6.36,A1V
HIP 99457,20.186133,-8.842344,6.39,B1V
HIP 99461,20.186632,-36.101212,5.32,K2V
65The Aql,20.188413,-0.821461,3.24,B9.5III
HIP 99479,20.189171,21.874937,6.24,B1Ib
68    Dra,20.193007,62.078542,5.7,F5V
19    Vul,20.19666,26.80899,5.51,K3II-III
1Xi 1Cap,20.199416,-12.392403,6.34,K0III
20    Vul,20.200195,26.478806,5.91,B7Ve...
HIP 99570,20.206624,-42.780063,6.2,K2III
2Xi 2Cap,20.207186,-12.617497,5.84,F5V
HIP 99579,20.208812,51.463565,6.01,K1III:
HIP 99585,20.209757,0.867054,6.25,A0
HIP 99624,20.217894,-0.330796,6.47,K5
66    Aql,20.220523,-1.009339,5.44,K5III
30    Cyg,20.22168,46.815675,4.8,A5IIIn
33    Cyg,20.223288,56.567722,4.28,A3IV-Vn
HIP 99663,20.224331,60.640569,5.81,K5III
HIP 99666,20.22566,-47.713234,6.47,K2III
31    Cyg,20.227196,46.741329,3.8,K2II+...
HIP 99685,20.228559,43.379013,6.13,K4III
HIP 99719,20.234688,36.604881,6.47,A0V
21    Vul,20.237369,28.694817,5.19,A7IVn
67Rho Aql,20.237949,15.197609,4.94,A2V
HIP 99747,20.238617,-52.44577,5.65,K4III
HIP 99762,20.240815,-63.415789,6.09,F0IV
29    Cyg,20.242229,36.806302,4.93,A2V
HIP 99824,20.254415,25.591957,4.79,B3V
HIP 99825,20.254806,-27.032977,5.73,K3V
HIP 99841,20.256604,33.729084,5.7,K0III
32    Cyg,20.257867,47.714208,3.96,K3Ib-II comp
22    Vul,20.2584,23.508906,5.18,G2Ib SB
HIP 99870,20.262013,50.232903,6.36,A2Vn
23    Vul,20.262816,27.814242,4.5,K3III
HIP 99878,20.264057,-30.005278,6.3,K4III
HIP 99889,20.266837,45.579525,5.87,F5V:
HIP 99893,20.267619,38.898012,6.28,A1V
Chechia,20.268335,4.580795,6.44,G5
18    Sge,20.272163,21.5987,6.11,K1III
3    Cap,20.273001,-12.337119,6.3,B9IV
HIP 99920,20.273225,-36.453575,6.3,M4III
HIP 99929,20.274487,37.056395,6.47,B6III
24    Vul,20.279746,24.671102,5.3,G8III
HIP 99968,20.282024,40.365075,5.27,K5II
HIP 100016,20.291405,42.72206,6.32,K4II:
HIP 100017,20.291918,66.853687,5.91,G3V
HIP 100018,20.292092,29.147563,6.24,G9III
5Alp1Cap,20.29413,-12.508212,4.3,G3Ib
34    Cyg,20.296445,38.03293,4.77,B2pe
4    Cap,20.300388,-21.80996,5.86,G8III
Algedi,20.300904,-12.544852,3.58,G6/G8III
HIP 100069,20.301941,40.732082,5.83,O9V
HIP 100097,20.306876,55.397095,5.76,A2Vs
36    Cyg,20.307958,36.999803,5.58,A2V
35    Cyg,20.310853,34.982775,5.14,F5Ib
HIP 100142,20.313797,46.322194,6.46,B2V
HIP 100151,20.315548,-47.710774,6.28,M1III
HIP 100155,20.315983,39.004184,6.35,K5Ib
HIP 100165,20.317501,-63.230744,6.27,K0III
HIP 100184,20.32161,-47.580289,6.13,F5V
7Sig Cap,20.323223,-19.118533,5.28,K2III
HIP 100208,20.324805,13.216766,6.2,M1III
71    Dra,20.326863,62.257472,5.71,B9V
HIP 100232,20.328685,-1.078514,6.05,K0
HIP 100250,20.332234,46.837319,6.49,B9p Si
HIP 100256,20.333386,13.548091,5.96,A5m
HIP 100261,20.334998,68.880317,5.59,M5III
HIP 100268,20.337561,39.403226,6.22,A1V
HIP 100274,20.339034,14.569257,6.17,G8III
HIP 100276,20.339279,17.792928,5.82,K5III
HIP 100295,20.341844,53.595685,6.23,K5
HIP 100300,20.342309,-55.050882,6.27,M0/M1III
Alshat,20.344393,-12.75908,4.77,B9IV
HIP 100325,20.346263,-14.784892,6.09,B9.5III/IV
HIP 100332,20.347748,-35.673676,6.46,K3III
Dabih,20.350187,-14.781367,3.05,A5:n
HIP 100357,20.3532,63.980122,5.69,K5III
HIP 100379,20.357883,-66.74969,6.49,F6V
HIP 100412,20.361431,-49.999416,6.26,G2IV-V
HIP 100434,20.367516,41.132137,6.38,G5II+...
25    Vul,20.36762,24.446099,5.5,B8IIIn
HIP 100437,20.368156,45.794994,5.58,K0IIIvar
Sadr,20.370473,40.256679,2.23,F8Ib
Kap1Sgr,20.374305,-42.049548,5.6,A0V
HIP 100486,20.37703,31.264966,6.09,K2
HIP 100501,20.379249,41.026012,5.95,M0III
HIP 100511,20.381213,14.551098,6.16,F8V
HIP 100515,20.382089,42.983543,6.2,K0IIIvar
HIP 100524,20.383553,-9.65471,6.29,G5II-III
HIP 100541,20.386304,5.342987,5.3,G8III-IV
HIP 100574,20.395658,37.476449,5.87,B2Vne
39    Cyg,20.397671,32.190172,4.43,K3III
Kap2Sgr,20.398106,-42.422868,5.64,A3V
HIP 100651,20.408989,53.551934,6.49,B9.5III
HIP 100664,20.410416,1.068406,6.14,B9V
HIP 100672,20.411599,1.368563,6.41,K5
HIP 100697,20.415226,-83.310616,6.15,A2/A3m...
HIP 100714,20.418057,59.600097,6.44,A3III
HIP 100738,20.424119,-28.663269,5.86,G8II/III
Peacock,20.427459,-56.73509,1.94,B2IV
HIP 100754,20.427925,21.409642,5.68,G6III
HIP 100758,20.428479,-2.800378,6.1,K1III:
HIP 100762,20.428921,10.055999,6.32,K5IIIvar
HIP 100764,20.429985,-40.796184,6.08,K3III
HIP 100779,20.433657,19.865494,6.45,K0III
HIP 100781,20.433777,13.911612,6.35,K5
HIP 100807,20.439765,17.315559,6.23,K0
HIP 100808,20.439853,56.638698,6.38,B9V
HIP 100852,20.448052,-37.402905,6.24,K1IV
43    Cyg,20.450624,49.383367,5.73,F0V:
HIP 100866,20.452159,34.329069,6.39,F1II
HIP 100876,20.453942,20.476485,6.44,K0
10Pi  Cap,20.455336,-18.211721,5.08,B4V
40    Cyg,20.459517,38.440332,5.63,A3V
HIP 100953,20.468761,8.437448,6.23,G9III
75    Dra,20.470687,81.422708,5.38,G9III
HIP 100969,20.471331,2.937161,6.2,G8III
68    Aql,20.473585,-3.357794,6.12,B9V
HIP 101011,20.478775,-15.741499,6.41,G8III
HIP 101017,20.479649,-35.595863,6.09,B8II/III
11Rho Cap,20.481004,-17.813687,4.77,F3V
HIP 101044,20.48412,83.625417,6.19,A4m
42    Cyg,20.488997,36.454729,5.9,A1Ib
41    Cyg,20.489926,30.368555,4.01,F5II
HIP 101084,20.490863,56.06819,5.89,B9Vn
74    Dra,20.490931,81.091277,5.96,K0III+...
HIP 101090,20.492039,-22.391567,6.13,K5III
2The Cep,20.493015,62.994105,4.21,A7III
69    Aql,20.494167,-2.885531,4.91,K2III
12Omi Cap,20.498307,-18.583178,5.94,A1V
HIP 101133,20.499978,45.928556,6.43,K2+...
HIP 101134,20.5002,72.531703,6.23,K4III:
45Ome1Cyg,20.500983,48.951569,4.94,B2.5IV
1    Del,20.50499,10.895924,6.03,A1sh
HIP 101211,20.515778,-29.112666,6.35,A5V
HIP 101213,20.516153,20.606148,6.21,A1m
44    Cyg,20.516453,36.935839,6.21,F5Iab
HIP 101221,20.517863,-15.056168,6.1,K1/K2III+..
46Ome2Cyg,20.521893,49.220297,5.44,M2III
HIP 101245,20.522538,52.309526,6.2,K0III
73    Dra,20.525112,74.954619,5.18,A0p...
HIP 101268,20.52674,34.330373,6.47,F2
HIP 101285,20.529586,56.779858,6.14,K5III
HIP 101300,20.532836,25.804977,6.37,Am
HIP 101339,20.539004,2.132808,6.47,K2
HIP 101345,20.539915,-9.853384,5.66,G3V
HIP 101384,20.547877,-24.943829,6.35,A0V
Aldulfin,20.553547,11.303263,4.03,B6III
HIP 101427,20.554894,-80.964862,5.76,G6/G8II
HIP 101467,20.563487,41.772658,6.5,K0III-IV
47    Cyg,20.565052,35.250852,4.61,K2Ib comp
HIP 101475,20.565234,46.693866,5.78,B9sp...
Nu  Mic,20.565297,-44.516048,5.12,K0III
3Eta Del,20.565845,13.027255,5.39,A3IVs
HIP 101489,20.566646,4.898664,6.42,K0
HIP 101505,20.56944,20.985185,6.49,B3IV
HIP 101507,20.569916,-13.721091,6.11,G0V
HIP 101552,20.57983,-30.473472,6.42,B8V
HIP 101556,20.580668,51.854221,6.19,A9II
HIP 101558,20.582076,-38.08989,6.45,A5m...
HIP 101570,20.585088,-71.188779,6.41,K2III
4Zet Del,20.588482,14.674213,4.64,A3V
HIP 101608,20.592293,-16.525879,6.19,A5II/III
Phi1Pav,20.593003,-60.581749,4.75,F1III
HIP 101623,20.596614,-44.337606,6.36,K1III
HIP 101626,20.597691,-69.610586,6.09,K2III
26    Vul,20.602316,25.882648,6.4,A5III
HIP 101684,20.610648,-63.120963,6.34,F2V
70    Aql,20.61212,-2.549957,4.91,K5II
27    Vul,20.617964,26.461947,5.59,B9V
HIP 101746,20.621773,0.096978,6.21,B8IIIp
HIP 101756,20.623217,38.328665,6.21,K0III
48    Cyg,20.625494,31.57254,6.32,B8IIIn
Rotanev,20.625816,14.595087,3.64,F5IV
Alp Ind,20.626116,-47.291502,3.11,K0III
Rho Pav,20.626465,-61.529918,4.86,Fm delta Del
5Iot Del,20.630311,11.377676,5.42,A2V
HIP 101808,20.631173,-25.10922,6.38,A9V
HIP 101810,20.631869,18.26858,6.22,M6III
HIP 101843,20.638501,-81.289063,5.89,K5III
71    Aql,20.638967,-1.105121,4.31,G8III SB
29    Vul,20.642038,21.201174,4.81,A0V
28    Vul,20.642198,24.115958,5.06,B5IV
HIP 101870,20.643053,23.680494,5.91,K0II-III+..
8The Del,20.645552,13.315125,5.69,K3Ib
HIP 101899,20.649867,30.334265,5.68,K2III
HIP 101900,20.650051,56.00485,6.45,F2Vn
HIP 101909,20.65138,15.838199,5.99,B3V
HIP 101911,20.651628,-4.929494,6.46,K0
7Kap Del,20.652161,10.086203,5.07,G5IV+...
HIP 101919,20.652958,21.817444,6.08,A0III
HIP 101921,20.653681,-2.412975,6.23,B7IIIn
14Tau Cap,20.654533,-14.95476,5.24,B7III
1    Aqr,20.656914,0.486445,5.15,K1III
HIP 101949,20.659254,40.579658,6.07,B6IIIp Mn
Sualocin,20.660635,15.912072,3.77,B9V
HIP 101965,20.664371,-62.907802,6.22,K1III
HIP 101966,20.66441,11.249649,6.39,F8IV:
Phi2Pav,20.667347,-60.548892,5.11,F8V
15Ups Cap,20.667485,-18.138659,5.15,M1III
HIP 101986,20.667549,43.458878,5.97,K2III
HIP 101997,20.669925,-23.773867,6.36,G8/K0V
HIP 102011,20.671635,60.505264,6.02,F6IV
HIP 102014,20.672174,-33.431843,5.47,K1III
HIP 102026,20.6757,-16.12418,5.79,K0III
HIP 102033,20.676743,29.805552,6.02,A2V
HIP 102040,20.679205,19.935536,6.43,G5V
HIP 102057,20.682117,-42.396689,6.25,G6III
49    Cyg,20.684039,32.307287,5.53,G8IIb
10    Del,20.687836,14.58288,6.01,K4III:
HIP 102092,20.689902,-31.598289,5.75,M1III
HIP 102094,20.690073,-25.999911,6.29,K2III
HIP 102096,20.690182,-42.13378,6.28,M3II
Deneb,20.690532,45.280338,1.25,A2Ia
HIP 102155,20.699028,41.716875,5.68,B8II-III
Ups Pav,20.699186,-66.760682,5.14,B8Vvar
HIP 102158,20.69949,17.521489,6.24,G8III
Mu 1Oct,20.700731,-76.180592,5.99,F4III-IV
51    Cyg,20.703508,50.34003,5.41,B2V
76    Dra,20.709755,82.531158,5.75,A0V
HIP 102216,20.711025,60.601316,6.17,A2IV
HIP 102230,20.71471,-39.55883,6.3,K1III
4    Cep,20.719722,66.657447,5.59,A8V
HIP 102258,20.720468,57.113996,6.34,B2III
HIP 102276,20.723387,35.587801,6.48,G8Ib
11Del Del,20.724315,15.074581,4.43,A7IIIp d Del
Eta Ind,20.733966,-51.920971,4.51,A6:var
HIP 102358,20.739457,56.488405,5.91,M3III
HIP 102370,20.742518,69.751813,6.5,G8III
30    Vul,20.747919,25.270617,4.92,K2III
Bet Pav,20.749314,-66.203212,3.42,A5IV
HIP 102414,20.753645,-27.24728,6.5,G8III
3Eta Cep,20.754811,61.838782,3.41,K0IV
HIP 102431,20.755878,57.579725,4.52,F8IV-V
52    Cyg,20.761043,30.719715,4.22,K0III
16Psi Cap,20.76826,-25.270898,4.13,F5V
17    Cap,20.769441,-21.514032,5.91,A1V
Aljanah,20.770178,33.970256,2.48,K0III
HIP 102496,20.771834,-36.120152,6.49,F3/F5V
HIP 102497,20.772238,-39.199262,5.48,B8/B9V
HIP 102499,20.772566,52.995297,6.34,K0
HIP 102530,20.777388,46.531692,6.3,A3V
12Gam1Del,20.777462,16.124134,5.15,A2Ia+...
12Gam2Del,20.77764,16.124296,4.27,K1IV
HIP 102561,20.784323,-2.486912,6.28,K2
HIP 102571,20.786319,34.374123,4.93,K3IIIvar
HIP 102585,20.789102,45.579934,6.41,K3III
54Lam Cyg,20.790149,36.490717,4.53,B6IV
HIP 102599,20.79265,80.552262,5.36,K1III
Albali,20.794598,-9.495776,3.78,A1V
3    Aqr,20.795621,-5.027701,4.43,M3IIIvar
HIP 102631,20.796633,3.306467,6.38,A0Vn
13    Del,20.796759,6.008209,5.57,A0V
HIP 102635,20.797025,47.831869,5.6,K5III
HIP 102642,20.798038,52.407167,6.29,K0V:
HIP 102670,20.805115,-44.196832,6.47,K1IV
Iot Mic,20.808084,-43.988544,5.11,F1IV
HIP 102712,20.811872,51.910331,6.26,B8np
55    Cyg,20.815637,46.114134,4.81,B3Ia
HIP 102770,20.821455,-0.563337,6.24,M3
HIP 102771,20.821498,64.042257,6.45,B0.5V
HIP 102772,20.821559,-25.78124,5.86,B8II
Sig Pav,20.821733,-68.776521,5.41,K0III
HIP 102780,20.822373,-18.035855,6.2,K3III
Zet Ind,20.824709,-46.226826,4.9,K5III
HIP 102804,20.827134,50.127082,6.5,F7V: comp
15    Del,20.827158,12.545128,6.01,F5V
14    Del,20.830072,7.864185,6.32,A1Vs
HIP 102827,20.831846,46.661337,6.33,B4V
Alp Mic,20.8328,-33.779722,4.89,G8III
HIP 102833,20.833082,5.54456,6.2,K0
56    Cyg,20.834695,44.059304,5.06,A4me...
HIP 102891,20.844938,-12.544906,5.87,K1III
HIP 102901,20.84643,-32.054604,6.42,K5III
HIP 102916,20.850211,-37.913332,5.52,K3III
4    Aqr,20.857152,-5.626633,5.99,F5IV-V
HIP 102949,20.857844,28.250505,5.66,F5Ib
Iot Ind,20.858347,-51.608179,5.06,K1II/III
HIP 102962,20.860681,-62.429335,5.67,A2
18Ome Cap,20.863692,-26.919133,4.12,K4III
Bet Mic,20.866322,-33.177974,6.06,A1IV
HIP 102993,20.866775,32.848894,6.42,B3III
31    Vul,20.868801,27.096979,4.56,G8III
5    Aqr,20.869082,-5.507059,5.55,B9III
6Mu  Aqr,20.877565,-8.983318,4.73,A3m
HIP 103071,20.883653,-23.783203,6.32,K0III
HIP 103077,20.884888,-11.573659,6.38,G1V
HIP 103079,20.88538,29.649097,6.36,K2
57    Cyg,20.887431,44.38726,4.8,B5V
HIP 103094,20.88849,45.181673,5.48,K0II
HIP 103103,20.890266,-30.718954,6.35,K1III
HIP 103127,20.894494,-39.809865,5.34,K2III
HIP 103145,20.898304,33.437891,5.47,K5III
HIP 103154,20.899552,-6.889461,6.44,F1IV
HIP 103168,20.901825,-27.925239,6.41,M1III
32    Vul,20.909344,28.057621,5.03,K4III
HIP 103206,20.909751,-50.727341,6.23,B5IV
HIP 103219,20.912304,75.92557,5.99,G5III
19    Cap,20.913283,-17.922894,5.78,K0III
Bet Ind,20.913498,-58.454155,3.67,K0III
17    Del,20.926858,13.721536,5.19,K0III
16    Del,20.927381,12.568558,5.54,A4V
HIP 103301,20.927966,4.532723,6.04,G6III-IV
HIP 103312,20.930501,47.417656,5.68,B8Ia
HIP 103346,20.938058,56.887519,6.23,B2.5IV
HIP 103359,20.940407,50.728598,5.83,F0III
HIP 103360,20.940526,49.195847,5.92,G8II-III
HIP 103371,20.942994,44.924722,5.96,O6...
HIP 103389,20.946479,-26.296378,5.7,F7V
7    Aqr,20.948341,-9.697545,5.49,K5III
58Nu  Cyg,20.952893,41.167136,3.94,A1Vn
HIP 103414,20.952938,0.463779,6.06,K2III
HIP 103460,20.96129,-16.031539,5.89,A2/A3III
33    Vul,20.971209,22.325908,5.3,K4III
HIP 103519,20.972067,44.471711,5.55,G8III
Musica,20.973871,10.839286,5.51,G6III:
HIP 103530,20.975009,50.461791,5.59,B5Vn
HIP 103532,20.975264,41.939925,6.17,B7III
HIP 103545,20.978289,-14.483128,5.95,A9V
1Eps Equ,20.984577,4.293481,5.3,F5III...
HIP 103571,20.984753,4.29461,5.24,G0V
HIP 103596,20.990171,42.324466,6.47,B9
HIP 103598,20.990377,59.438594,5.54,K4III
20    Cap,20.993372,-19.035283,6.26,Ap Si
59    Cyg,20.997098,47.520951,4.74,B1ne
HIP 103646,20.999911,-36.129641,6.1,F2V
HIP 103652,21.001106,7.516197,5.98,A7V
HIP 103673,21.005976,-51.265312,5.76,F5IV-V
HIP 103675,21.007691,19.329581,5.69,M3III
11    Aqr,21.0094,-4.730261,6.21,G1V
HIP 103693,21.012061,-53.73907,6.26,K5/M0III
HIP 103703,21.014379,-17.530898,6.07,K3III
60    Cyg,21.019702,46.155773,5.38,B1V
HIP 103734,21.02024,36.02601,6.01,G5III
Gam Mic,21.021517,-32.257767,4.67,G8III
HIP 103752,21.02445,-68.209593,6.36,A2V
HIP 103777,21.029244,-26.880993,6.04,A3V
HIP 103810,21.035834,56.669614,5.83,B8III
HIP 103822,21.039155,39.509035,6.5,A1V comp
HIP 103828,21.040056,44.79098,6.18,M3Ib-II:
HIP 103836,21.040873,-38.53097,5.93,K2III
HIP 103871,21.046838,45.84889,6.5,B3Vn
Zet Mic,21.049433,-38.631447,5.32,F3V
HIP 103889,21.049896,-0.924744,6.5,B6V
HIP 103891,21.050498,14.730026,6.33,M1III
HIP 103892,21.05084,1.532061,6.24,F5V
HIP 103894,21.051343,38.657415,6.1,G8III
HIP 103902,21.05283,-27.731594,6.25,K0III
HIP 103929,21.057241,50.351914,6.37,K0
HIP 103949,21.062077,46.86315,6.32,F0IVn
HIP 103956,21.063225,53.2859,5.93,K0III
HIP 103963,21.064482,41.628175,6.34,F3IV
12    Aqr,21.067979,-5.823066,5.53,G4
22Eta Cap,21.073417,-19.854991,4.82,A5V
3    Equ,21.076292,5.502862,5.63,K5III
HIP 104041,21.078233,2.942274,6.41,K0
Alp Oct,21.078621,-77.023767,5.13,F4III
HIP 104048,21.079271,2.269771,6.34,G5
62Xi  Cyg,21.082184,43.927852,3.72,K5Ibv SB
Mu  Ind,21.08729,-54.727042,5.17,K2III
4    Equ,21.090756,5.958199,5.94,F8V
HIP 104105,21.09145,78.126392,5.91,B8Vn
23The Cap,21.099118,-17.232861,4.08,A1V
Del Mic,21.100317,-30.12512,5.69,K0/K1III
HIP 104171,21.10649,71.431797,5.88,F3IV
HIP 104172,21.106521,26.924362,6.13,K0II-III
HIP 104174,21.106855,-32.341618,5.2,K2III
Eta Mic,21.107087,-41.385965,5.55,K3III
HIP 104185,21.108401,31.184657,5.77,F7.5Ib-IIv
63    Cyg,21.110026,47.648403,4.56,K4II
HIP 104202,21.111067,3.803119,6.48,K0
61    Cyg,21.114794,38.749415,5.2,K5V
61    Cyg,21.115163,38.742055,6.05,K7V
24    Cap,21.118797,-25.005853,4.49,K5/M0III
HIP 104281,21.126012,15.658657,6.27,K2IV
HIP 104296,21.129033,-45.379469,6.45,A9V
HIP 104297,21.129082,-17.455902,6.18,B9.5V
HIP 104357,21.14115,6.989358,6.14,K5III
HIP 104364,21.142417,-63.92826,5.75,K0III
25Chi Cap,21.142673,-21.193669,5.3,A0V
HIP 104371,21.144135,30.205637,5.6,B9V
Polaris Australis,21.146119,-88.956499,5.45,F0III
HIP 104440,21.156052,-73.172968,5.67,G3IV
HIP 104441,21.156203,-36.705937,6.47,F7V
27    Cap,21.159165,-20.556661,6.25,F2IV/V
13Nu  Aqr,21.159902,-11.371693,4.5,G8III
HIP 104481,21.166185,2.943681,6.44,F5IV
HIP 104516,21.17099,53.5631,5.75,B9III
5Gam Equ,21.172361,10.131579,4.7,F0p
HIP 104537,21.175266,47.692224,6.46,B6IV
6    Equ,21.175365,10.048922,6.07,A2Vs
HIP 104557,21.179705,-9.354074,6.27,K0III
HIP 104597,21.189135,-72.544353,6.18,K1III
HIP 104634,21.194816,-14.472378,6.47,Fm delta Del
HIP 104642,21.196733,59.98661,5.64,B0V
HIP 104680,21.203806,-40.269362,5.83,F5IV
64Zet Cyg,21.215607,30.226916,3.21,G8II SB
HIP 104738,21.21751,-39.424922,5.25,F5V
HIP 104750,21.221479,-27.619333,5.41,K3III
HIP 104752,21.221933,-36.423527,5.97,K0III
Omi Pav,21.222351,-70.126267,5.06,M2III
HIP 104756,21.222665,81.230972,6.12,A3IV
HIP 104765,21.224007,36.633263,6.07,F0III
HIP 104771,21.224663,15.982395,6.27,A7Vn
HIP 104788,21.228464,64.403952,6.38,G2IV+...
HIP 104822,21.23619,29.900959,6.18,G2Ib
7Del Equ,21.241337,10.006981,4.47,F5V+...
