Name,RA,Dec,V-Mag
HIP 40964,8.35992,69.030317,8.25
HIP 40963,8.359928,-1.988382,9.61
HIP 40965,8.360084,-11.045682,6.85
HIP 40966,8.360291,33.936783,7.16
HIP 40967,8.360447,-40.454837,7.48
HIP 40968,8.360631,36.258208,9.88
HIP 40970,8.36072,-45.002888,7.89
HIP 40969,8.360725,76.365067,8.1
HIP 40971,8.361347,-41.195046,8.39
HIP 40972,8.361455,35.487496,10.66
HIP 40973,8.361489,-44.227278,9.03
HIP 40974,8.361544,-42.835882,7.71
HIP 40975,8.361658,-38.200167,8.25
HIP 40976,8.361811,59.094472,8.22
HIP 40977,8.361906,17.285236,9.25
HIP 40978,8.361989,-20.687965,7.84
HIP 40979,8.362298,43.333994,9.09
HIP 40980,8.362881,-60.376024,8.39
HIP 40981,8.362922,-65.67193,8.61
HIP 40982,8.363443,14.319292,7.87
HIP 40983,8.363849,11.04223,9.56
HIP 40984,8.364208,22.952972,8.22
HIP 40985,8.364393,-32.044573,8.59
HIP 40986,8.36479,13.624102,7.33
HIP 40987,8.364878,10.064351,7.7
HIP 40988,8.364955,-77.85488,8.93
HIP 40989,8.364983,17.601056,8.23
HIP 40990,8.365169,-17.586334,5.71
HIP 40991,8.365296,-67.334809,7.52
HIP 40992,8.365523,56.624282,8.15
HIP 40993,8.365833,-10.748118,6.78
HIP 40994,8.365847,-47.000986,9.5
HIP 40995,8.365884,14.768134,7.28
HIP 40996,8.366352,-15.863796,8.82
HIP 40997,8.366714,-13.768341,7.61
HIP 40998,8.36677,-60.620277,8.74
HIP 40999,8.367059,23.097112,8.73
HIP 41000,8.367535,-72.96013,8.3
HIP 41001,8.367689,-0.160085,7.78
HIP 41002,8.367752,19.959187,7.21
Eta Vol,8.367918,-73.399985,5.28
HIP 41004,8.368537,-28.623959,7.14
HIP 41005,8.36891,-26.441156,9.33
HIP 41006,8.368941,-40.991455,6.96
HIP 41007,8.368997,-6.82465,8.92
HIP 41008,8.369031,-43.662823,7.99
HIP 41010,8.369189,-65.476568,9.23
HIP 41009,8.369198,-23.41304,8.87
HIP 41011,8.369314,74.820364,6.4
HIP 41012,8.369865,2.15141,6.79
HIP 41013,8.370115,-47.782703,7.58
HIP 41014,8.370202,25.923687,8.62
HIP 41015,8.370422,15.460984,9.03
HIP 41016,8.370514,-62.323347,10.72
HIP 41017,8.370607,-65.524341,8.25
HIP 41018,8.370623,-13.622211,8.88
HIP 41019,8.370728,48.338108,8.4
HIP 41020,8.371009,5.962402,9.24
HIP 41021,8.37102,-9.123049,8.51
HIP 41022,8.371143,56.836456,8.0
HIP 41024,8.371341,-36.412035,9.51
HIP 41025,8.372574,-36.463827,9.67
HIP 41026,8.372947,-55.221657,9.12
HIP 41027,8.373197,10.66179,7.72
HIP 41028,8.373692,14.992192,8.46
HIP 41029,8.373883,49.478724,7.99
HIP 41030,8.373976,-58.798471,8.51
HIP 41031,8.374097,60.050204,10.1
HIP 41032,8.374217,5.016077,7.39
HIP 41033,8.374293,-24.781288,8.61
HIP 41035,8.374462,-25.392893,9.06
HIP 41034,8.374466,-37.640023,8.6
HIP 41036,8.375046,-6.179158,6.14
Eps Car,8.375236,-59.509483,1.86
HIP 41039,8.375471,-48.490381,4.79
HIP 41038,8.375474,-1.926195,9.66
HIP 41040,8.375523,16.162492,6.66
HIP 41041,8.375792,-33.923385,8.36
HIP 41042,8.375823,-29.692404,7.02
HIP 41043,8.376078,-0.536559,7.88
HIP 41044,8.376094,-28.976764,7.81
HIP 41045,8.376347,45.351139,8.0
HIP 41046,8.376409,32.848477,9.16
HIP 41047,8.376465,66.545281,7.44
HIP 41048,8.376661,-78.673217,9.33
HIP 41049,8.37669,-37.805025,8.99
HIP 41050,8.376714,49.42177,10.12
HIP 41051,8.376725,-9.507627,8.68
HIP 41052,8.376767,-44.185996,8.15
HIP 41053,8.376879,-49.051286,7.77
HIP 41054,8.376894,-58.551271,8.59
HIP 41055,8.377146,-44.865687,7.24
HIP 41056,8.377488,40.443827,7.13
HIP 41057,8.37799,-48.21001,7.91
HIP 41058,8.378569,33.519295,9.76
HIP 41059,8.378763,25.737283,8.48
HIP 41060,8.378907,60.631236,6.42
HIP 41062,8.37893,1.028871,9.0
HIP 41061,8.378933,-15.91649,8.79
HIP 41063,8.379259,-38.89407,8.98
HIP 41064,8.379364,9.462663,8.37
HIP 41065,8.379371,-31.607543,7.23
HIP 41066,8.379445,-57.888591,7.89
22    Pup,8.37968,-13.054793,6.13
HIP 41068,8.379845,-0.867587,6.95
HIP 41069,8.379865,52.627125,9.78
HIP 41070,8.380046,-76.430798,7.25
HIP 41071,8.380068,27.523783,7.93
HIP 41072,8.380109,-16.746833,9.35
HIP 41073,8.380294,-6.694748,7.64
HIP 41074,8.380538,-26.34822,5.88
31    Lyn,8.380588,43.188131,4.25
HIP 41077,8.380742,-54.48173,7.85
HIP 41076,8.380776,24.085433,12.09
HIP 41078,8.380955,-39.895883,8.17
HIP 41079,8.381629,-76.435403,8.33
HIP 41080,8.381693,-7.54312,5.92
HIP 41081,8.381991,-52.12373,5.89
HIP 41082,8.382043,40.767133,10.46
HIP 41083,8.382374,20.56943,9.54
HIP 41084,8.382414,-4.243245,8.51
HIP 41085,8.382546,-43.227874,7.09
HIP 41086,8.382684,31.585505,8.11
HIP 41087,8.382912,50.954005,9.17
HIP 41088,8.382926,7.630449,9.17
HIP 41089,8.383006,-31.44088,8.99
HIP 41090,8.383153,7.630895,9.2
HIP 41091,8.383203,-57.133626,8.43
HIP 41093,8.383285,-71.035837,8.81
HIP 41092,8.383317,-31.438433,9.41
HIP 41094,8.383309,-22.175296,10.79
HIP 41095,8.384049,-27.015118,8.16
HIP 41096,8.384176,27.093862,8.16
HIP 41097,8.384197,61.205562,9.48
HIP 41098,8.384364,20.018216,9.0
HIP 41099,8.384372,-34.957799,8.34
HIP 41100,8.384485,0.36452,9.02
HIP 41101,8.384496,-12.058001,8.6
HIP 41102,8.385398,-25.060552,9.97
HIP 41103,8.385621,-40.380934,7.6
HIP 41104,8.386895,16.894013,8.54
HIP 41105,8.387741,54.599973,7.76
HIP 41106,8.387835,61.460442,8.19
HIP 41107,8.388037,-38.286079,6.28
HIP 41108,8.3882,-51.741595,9.34
HIP 41109,8.388411,-18.949977,8.1
HIP 41112,8.388631,15.271825,8.14
HIP 41111,8.388638,-36.287014,11.05
HIP 41113,8.388892,-44.965661,7.73
HIP 41114,8.388997,68.433014,8.43
HIP 41115,8.389027,19.814543,9.03
HIP 41116,8.389116,-32.32818,7.78
20    Cnc,8.3894,18.3322,5.94
HIP 41118,8.389852,86.378652,8.34
HIP 41119,8.390372,-70.248655,7.07
HIP 41120,8.390509,18.136444,7.66
HIP 41121,8.390682,-42.418756,8.64
HIP 41122,8.391105,-45.611947,7.73
HIP 41123,8.391198,45.038056,10.1
HIP 41124,8.391218,30.176061,8.63
HIP 41125,8.391275,-36.387592,10.95
HIP 41126,8.391374,-43.464163,8.97
HIP 41127,8.391589,45.027232,10.07
HIP 41128,8.391615,85.692145,7.4
HIP 41129,8.391712,6.813204,7.38
HIP 41131,8.391864,-30.801323,6.93
HIP 41130,8.391916,21.849361,9.52
HIP 41132,8.391989,65.741109,8.3
HIP 41133,8.39204,23.534479,7.99
HIP 41134,8.392172,-27.822353,7.09
HIP 41135,8.39223,50.682637,8.88
HIP 41136,8.392562,25.150821,10.04
HIP 41137,8.393574,47.875762,9.03
HIP 41138,8.393623,52.991223,8.41
HIP 41139,8.393771,-24.27095,8.58
HIP 41140,8.393929,-74.166101,8.03
HIP 41141,8.39398,40.675012,8.48
HIP 41142,8.394005,2.179385,9.31
HIP 41143,8.39407,46.794246,8.81
HIP 41144,8.394595,-63.73229,8.65
HIP 41145,8.394991,-30.392069,7.32
HIP 41146,8.395047,-65.811468,9.54
HIP 41147,8.395115,-55.320518,7.53
HIP 41148,8.396023,0.059441,7.46
HIP 41149,8.396071,36.314095,8.69
HIP 41150,8.396517,8.42923,9.9
HIP 41151,8.396594,-42.033865,7.47
HIP 41152,8.396809,53.219712,5.52
HIP 41153,8.396936,57.417196,7.56
HIP 41154,8.39705,-28.970282,6.64
HIP 41155,8.397106,-8.468514,8.55
HIP 41156,8.397163,-78.717596,8.76
HIP 41157,8.397284,-27.327902,8.65
HIP 41158,8.397647,65.500308,7.97
HIP 41159,8.397789,32.293491,7.72
HIP 41160,8.3978,-52.54885,8.7
HIP 41161,8.398368,-13.62586,8.16
HIP 41162,8.39847,-42.554965,8.32
21    Cnc,8.39867,10.632063,6.11
HIP 41164,8.398691,-41.65632,8.53
HIP 41165,8.398777,38.462456,9.05
HIP 41166,8.398941,-1.498009,6.91
HIP 41167,8.399488,-7.26426,8.23
HIP 41168,8.399695,-32.896888,7.16
HIP 41170,8.400034,68.92457,7.1
HIP 41169,8.400035,-2.95676,8.28
HIP 41171,8.400191,-15.797145,8.57
HIP 41173,8.40163,-34.967857,7.82
HIP 41172,8.401633,31.300986,7.36
HIP 41174,8.402335,-19.135853,6.88
HIP 41176,8.402388,44.74218,8.55
HIP 41175,8.402393,50.172885,8.74
HIP 41177,8.402517,-35.509017,7.41
HIP 41178,8.402879,-11.438713,9.44
HIP 41179,8.403256,-5.679266,7.34
HIP 41180,8.403378,62.300342,7.68
HIP 41181,8.403676,44.945929,9.25
HIP 41182,8.403846,-60.649444,8.99
HIP 41183,8.40396,9.233153,8.81
HIP 41184,8.404353,44.949708,7.71
HIP 41185,8.404423,45.981083,10.05
HIP 41186,8.404755,-53.522995,9.15
HIP 41187,8.40483,28.750959,8.97
HIP 41188,8.405014,-22.378442,8.27
HIP 41189,8.40545,13.506108,8.65
HIP 41190,8.405457,-2.423069,8.84
HIP 41191,8.405637,-80.914202,5.67
HIP 41192,8.405802,-3.143589,8.76
HIP 41193,8.405986,-45.89492,8.34
HIP 41194,8.406073,26.465731,8.41
HIP 41195,8.406176,83.096983,7.69
HIP 41196,8.406252,-55.789647,7.19
HIP 41197,8.40662,14.115991,9.41
HIP 41198,8.406759,-41.523806,7.81
HIP 41199,8.407326,64.890939,8.8
HIP 41200,8.407722,7.637876,7.86
HIP 41201,8.407738,-8.520186,7.58
HIP 41202,8.408138,34.15365,10.11
HIP 41203,8.408252,-10.507696,8.52
HIP 41204,8.408517,8.346775,9.54
HIP 41205,8.408665,-10.028656,9.1
HIP 41206,8.40876,-26.122576,8.69
HIP 41207,8.408809,-53.736237,7.56
HIP 41208,8.409193,82.430759,6.28
HIP 41209,8.409239,-1.148408,7.07
HIP 41210,8.409335,74.438013,8.64
1    Hya,8.409726,-3.75124,5.61
HIP 41212,8.409801,-40.747011,7.11
HIP 41213,8.409963,77.9389,8.28
HIP 41214,8.410121,-4.717,6.03
HIP 41215,8.410261,1.478272,8.96
HIP 41216,8.410306,-8.928361,8.31
HIP 41217,8.410493,-70.158972,9.47
HIP 41218,8.410577,-2.30898,9.51
HIP 41219,8.410636,-50.31317,8.65
HIP 41220,8.410709,39.499553,8.88
HIP 41221,8.41099,-11.524501,7.09
HIP 41222,8.411071,-32.924038,7.99
HIP 41223,8.411385,-55.364356,6.81
HIP 41224,8.411881,42.005242,6.02
HIP 41225,8.412071,41.98206,8.48
HIP 41226,8.412611,17.181752,7.06
HIP 41227,8.412702,47.172676,8.58
HIP 41228,8.413315,48.874688,8.79
HIP 41229,8.413443,-10.745293,8.51
HIP 41230,8.413475,-0.140124,8.12
HIP 41231,8.413514,20.142815,8.72
HIP 41232,8.413661,20.152993,7.34
HIP 41233,8.4138,19.170284,8.92
HIP 41234,8.414048,-14.838958,8.3
HIP 41235,8.414574,49.713172,9.42
HIP 41236,8.414656,-23.689104,6.97
HIP 41237,8.414674,-66.787957,9.17
HIP 41238,8.414721,-58.421274,8.36
HIP 41239,8.414784,76.964879,6.96
HIP 41240,8.414834,5.350638,8.28
HIP 41241,8.414847,-35.609599,8.63
HIP 41242,8.415328,-23.153745,5.67
HIP 41243,8.415331,-71.722526,8.63
HIP 41244,8.415337,23.945453,7.49
HIP 41245,8.415418,-63.112288,9.02
HIP 41246,8.415497,-44.30084,8.26
HIP 41247,8.415505,12.236132,7.92
HIP 41248,8.415643,32.255847,8.12
HIP 41249,8.415661,-48.675791,8.33
HIP 41250,8.415891,-42.769834,5.97
HIP 41251,8.415958,48.546928,8.94
HIP 41252,8.416209,-15.294144,6.76
HIP 41253,8.416288,42.99593,8.8
HIP 41254,8.416756,-74.912198,7.17
HIP 41255,8.416777,-12.764784,6.89
HIP 41256,8.416913,47.741584,8.2
HIP 41257,8.416961,9.426056,6.76
HIP 41258,8.417332,-31.275978,8.86
HIP 41259,8.417376,-21.471477,9.05
HIP 41260,8.417706,-24.046212,5.32
HIP 41261,8.417828,-49.159991,7.66
HIP 41262,8.418024,35.011409,6.08
HIP 41263,8.418349,40.30163,10.21
HIP 41264,8.41917,54.526515,8.14
HIP 41265,8.419237,-9.785458,7.96
HIP 41266,8.41925,-55.472829,6.61
HIP 41267,8.419305,53.931646,7.35
HIP 41268,8.419656,-31.940188,6.81
HIP 41269,8.419838,32.60914,10.1
HIP 41270,8.419839,39.612171,9.35
HIP 41271,8.420199,-34.397524,8.94
HIP 41272,8.420472,39.240573,8.95
HIP 41273,8.420576,-74.830809,8.55
HIP 41274,8.420578,-7.170236,7.35
HIP 41275,8.420895,64.713287,7.7
HIP 41277,8.421364,4.253548,10.39
HIP 41276,8.421386,24.343426,10.24
HIP 41278,8.421588,-34.367014,7.86
HIP 41279,8.421722,24.350101,8.57
HIP 41280,8.421749,-22.140261,6.93
HIP 41281,8.421919,-69.850837,8.87
HIP 41282,8.421945,-21.045956,6.01
HIP 41283,8.42208,29.651748,8.2
HIP 41284,8.422587,43.950629,9.28
HIP 41285,8.422848,-55.748612,6.95
HIP 41286,8.423254,37.388452,7.93
HIP 41287,8.423905,55.774281,8.6
HIP 41288,8.423987,-31.332598,8.76
HIP 41289,8.424155,-56.76481,8.89
HIP 41290,8.42435,-50.916835,9.4
HIP 41291,8.424601,22.484515,9.25
HIP 41292,8.424639,31.049668,9.19
HIP 41293,8.425075,-58.133218,6.65
HIP 41294,8.425078,-61.348676,8.19
HIP 41295,8.425143,-46.634235,8.63
HIP 41296,8.42537,-51.727415,5.18
HIP 41297,8.426103,0.949232,8.91
HIP 41298,8.4264,-62.897099,8.51
HIP 41299,8.426538,2.102209,5.74
HIP 41300,8.426617,3.490835,8.46
HIP 41301,8.426689,-67.225044,9.6
HIP 41303,8.427049,-8.95606,6.51
HIP 41302,8.427055,52.282221,9.15
HIP 41304,8.427533,-71.050673,7.74
HIP 41305,8.427552,-38.776402,9.95
HIP 41306,8.427601,-17.439405,6.44
HIP 41307,8.427676,-3.906424,3.91
HIP 41308,8.427917,66.462277,8.86
HIP 41309,8.428134,-59.234952,9.63
HIP 41310,8.428289,36.503466,8.15
HIP 41311,8.428941,21.190604,8.81
Bet Vol,8.428951,-66.13689,3.77
HIP 41313,8.429451,-0.411766,7.3
HIP 41314,8.429922,-15.430207,8.22
HIP 41315,8.430102,1.574316,6.56
HIP 120004,8.430129,-0.409776,9.84
HIP 41316,8.430165,-4.177952,7.39
HIP 41317,8.430417,-29.93059,7.81
HIP 41318,8.430458,-64.449295,8.16
25    Cnc,8.430523,17.046267,6.11
HIP 41320,8.430986,-30.067076,8.67
HIP 41321,8.431002,-64.600618,5.95
HIP 41322,8.431002,-16.379804,10.24
HIP 41323,8.431087,-42.153072,5.45
HIP 41324,8.431447,-33.56413,8.6
HIP 41325,8.43188,7.564506,5.13
HIP 41326,8.431924,17.833573,8.27
HIP 41327,8.432069,-54.792154,8.6
HIP 41328,8.432108,-14.929661,5.96
HIP 41329,8.43222,-69.951406,11.46
HIP 41330,8.432338,55.394888,8.44
HIP 41331,8.432867,-39.891072,8.21
HIP 41332,8.433042,-44.022215,8.34
HIP 41333,8.433095,59.707091,8.81
HIP 41334,8.433127,20.193456,8.55
HIP 41335,8.433494,-32.169992,7.12
HIP 41336,8.433628,-10.516583,6.58
HIP 41337,8.433991,36.982688,7.79
HIP 41338,8.43459,-5.530817,8.75
HIP 41339,8.434652,-19.61046,8.62
HIP 41340,8.434775,8.009859,9.16
HIP 41341,8.434828,-11.98422,8.22
HIP 41342,8.435046,28.628568,7.56
HIP 41343,8.435067,-8.515106,6.94
HIP 41344,8.43525,10.942222,9.1
HIP 41345,8.435299,0.230038,8.57
HIP 41346,8.435524,-48.431918,7.51
HIP 41347,8.435696,-40.786268,7.76
HIP 41348,8.43584,13.551686,8.87
HIP 41349,8.436012,-49.941578,8.96
HIP 41350,8.436461,-76.602248,8.55
HIP 41351,8.436661,-5.7515,9.19
HIP 41352,8.436654,-30.285646,10.94
HIP 41353,8.436832,-57.904128,8.74
HIP 41354,8.436943,-23.067202,8.13
HIP 41355,8.436945,-46.235423,9.5
HIP 41356,8.437178,34.207947,8.63
HIP 41357,8.437745,-42.137479,7.87
HIP 41358,8.437788,9.543153,8.03
HIP 41359,8.438044,36.682649,8.98
HIP 41360,8.438213,-27.144993,6.99
HIP 41361,8.438259,-39.058956,6.07
HIP 41362,8.438274,33.159968,10.55
HIP 41363,8.438277,-32.946791,7.72
HIP 41364,8.43829,-18.070917,8.08
HIP 41365,8.438789,70.128068,7.33
HIP 41366,8.438931,2.490043,7.31
HIP 41367,8.438999,37.545366,8.68
HIP 41368,8.439173,37.547189,9.99
HIP 41369,8.439337,47.966762,10.37
HIP 41370,8.43966,-6.472971,8.49
HIP 41371,8.439898,-59.435974,8.53
HIP 41372,8.440178,-41.187228,7.85
HIP 41373,8.440339,-52.8075,6.05
HIP 41374,8.440853,-48.184929,8.31
2    Hya,8.440891,-3.987479,5.6
HIP 41376,8.441009,42.407593,9.35
22Phi1Cnc,8.44103,27.893583,5.58
HIP 41378,8.441069,10.080378,8.93
HIP 41379,8.441394,-2.738426,7.58
HIP 41380,8.442037,51.909154,9.34
HIP 41381,8.442297,-21.562684,8.3
HIP 41382,8.442445,39.049311,9.06
HIP 41383,8.442645,-48.690423,8.38
HIP 41384,8.44277,-39.27306,9.49
HIP 41385,8.442855,71.051411,9.2
HIP 41386,8.443252,-49.497221,7.24
HIP 41387,8.443877,-35.994387,10.5
HIP 41388,8.443933,-43.408594,7.79
24    Cnc,8.444387,24.534166,6.51
HIP 41390,8.444409,-30.297248,8.79
HIP 41391,8.444583,-42.524196,7.24
HIP 41393,8.44463,-11.77473,7.78
HIP 41392,8.444635,81.601933,9.66
HIP 41394,8.444701,28.063559,8.24
HIP 41395,8.444987,-12.534602,5.52
HIP 41396,8.445242,-60.654422,8.99
HIP 41398,8.445456,7.650664,7.04
HIP 41399,8.445526,-18.836728,8.12
27    Cnc,8.445539,12.654612,5.56
HIP 41401,8.445791,43.949595,11.61
HIP 41402,8.446022,-48.956208,7.36
HIP 41403,8.446256,-14.058135,9.02
HIP 41406,8.446412,39.892214,7.08
23Phi2Cnc,8.446408,26.935489,6.3
HIP 41407,8.446438,48.481993,8.8
HIP 41408,8.446453,-55.362901,7.4
HIP 41409,8.446696,-18.173178,7.44
HIP 41410,8.446882,-34.597256,7.92
HIP 41411,8.446995,39.013099,8.82
HIP 41412,8.447331,-23.808377,8.12
HIP 41413,8.447433,-29.215634,6.73
HIP 41414,8.447686,64.852728,8.47
HIP 41415,8.447689,-26.917266,8.68
HIP 41416,8.447732,-58.591164,9.62
HIP 41417,8.447776,-1.215549,7.61
HIP 41418,8.44807,-22.889059,10.2
HIP 41419,8.448216,-12.762329,10.75
HIP 41420,8.448578,-39.41291,8.18
HIP 41421,8.448578,14.823576,8.57
HIP 41422,8.448961,-51.498328,8.44
HIP 41423,8.449021,32.196463,9.08
HIP 41424,8.449047,-36.68079,7.83
HIP 41425,8.449306,-0.341928,9.95
HIP 41426,8.449383,-52.70495,6.49
HIP 41427,8.449653,49.565303,7.84
HIP 41428,8.449696,1.592567,9.58
HIP 41429,8.449856,53.629142,7.9
HIP 41430,8.450008,7.221133,7.12
HIP 41431,8.450249,21.956859,10.89
HIP 41432,8.450317,67.286312,7.51
HIP 41433,8.450541,-9.40786,8.79
HIP 41434,8.450639,43.858171,8.5
HIP 41435,8.450691,23.365082,8.94
HIP 41436,8.45096,-37.942679,7.81
HIP 41437,8.451095,3.514537,10.02
HIP 41438,8.451157,-32.18346,6.8
HIP 41439,8.451338,-50.726421,9.06
HIP 41440,8.451369,19.2537,8.33
HIP 41441,8.451504,-15.642661,7.46
HIP 41442,8.451956,-51.553429,8.94
HIP 41443,8.453181,28.931418,9.63
HIP 41444,8.453365,-36.653842,8.78
HIP 41445,8.453796,-33.457054,9.02
HIP 41446,8.45383,-3.441163,9.11
HIP 41447,8.454196,25.725249,9.74
HIP 41448,8.454356,-3.525489,7.87
HIP 41449,8.454561,-31.672734,6.33
HIP 41450,8.454631,-62.087611,9.28
HIP 41451,8.45466,-70.093482,5.51
HIP 41452,8.454797,-6.409715,6.61
HIP 41453,8.455105,-77.729232,8.39
HIP 41454,8.455201,35.817271,8.15
HIP 41455,8.455218,49.922129,8.94
HIP 41456,8.455411,-54.050852,8.52
HIP 41458,8.45544,-51.891874,9.23
HIP 41457,8.455455,38.025836,9.63
HIP 41459,8.455646,-45.106042,8.86
HIP 41460,8.457132,23.15211,8.06
HIP 41461,8.457138,59.401942,8.6
HIP 41462,8.457278,23.145488,9.79
HIP 41463,8.457463,-14.935214,6.68
HIP 41464,8.457654,-55.011214,6.52
HIP 41465,8.45794,-28.285149,8.09
HIP 41466,8.458341,-44.620748,8.28
HIP 41467,8.458455,80.499644,9.57
HIP 41468,8.458703,58.187745,8.05
HIP 41469,8.458715,26.8462,8.92
HIP 41470,8.458741,11.253758,9.12
HIP 41471,8.458763,0.82843,7.57
HIP 41472,8.458759,41.020407,10.52
HIP 41473,8.45889,11.982063,9.42
HIP 41474,8.459213,12.777575,8.38
HIP 41475,8.459243,-20.843958,6.57
HIP 41476,8.459269,-25.080489,8.34
HIP 41477,8.459315,-30.639231,8.65
HIP 41478,8.459406,-75.358683,6.81
HIP 41479,8.459757,-5.148635,7.17
HIP 41480,8.459944,56.721841,8.21
HIP 41481,8.45999,58.706785,10.57
HIP 41482,8.459999,30.550018,8.18
HIP 41483,8.46017,-53.08848,5.08
HIP 41484,8.460219,45.652987,6.32
HIP 41485,8.460481,-31.99354,7.21
HIP 41486,8.460781,-50.542553,9.02
HIP 41487,8.460846,27.56181,8.38
HIP 41488,8.461152,67.974108,8.12
HIP 41489,8.461342,-4.414881,6.83
HIP 41490,8.461395,32.025967,9.56
HIP 41491,8.461801,-33.383017,7.93
HIP 41492,8.46214,15.888106,8.8
HIP 41493,8.462349,50.906832,8.56
HIP 41494,8.462423,51.089422,9.18
HIP 41495,8.462782,-7.220352,7.55
HIP 41496,8.46291,-24.891517,7.32
HIP 41497,8.46301,-13.5934,7.88
HIP 41498,8.463216,-47.674202,8.41
HIP 41499,8.463972,-8.08561,8.76
HIP 41500,8.463993,44.662563,9.8
HIP 41501,8.464024,-50.100021,7.68
HIP 41502,8.464516,36.125261,7.97
HIP 41503,8.464744,-18.684278,11.99
HIP 41504,8.464912,-26.132956,6.6
HIP 41505,8.464959,18.068791,7.94
HIP 41506,8.465335,15.098998,8.5
HIP 41507,8.465351,53.457241,7.33
HIP 41508,8.465448,3.218562,6.96
HIP 41509,8.4656,4.821436,7.91
HIP 41510,8.465688,65.880964,9.2
HIP 41511,8.46572,57.193151,9.48
HIP 41512,8.465871,63.120706,9.93
HIP 41513,8.46615,22.102073,9.65
HIP 41514,8.466474,41.715443,8.42
HIP 41515,8.466506,-35.113761,5.75
HIP 41516,8.466832,0.785884,8.79
HIP 41517,8.467022,-41.245414,7.67
HIP 41518,8.467394,11.706427,7.24
HIP 41519,8.467804,35.89181,6.89
HIP 41520,8.467868,-51.235423,8.14
HIP 41522,8.468298,-26.999947,8.12
HIP 41521,8.468312,33.738653,9.03
HIP 41523,8.468328,73.023028,9.66
HIP 41524,8.468653,21.148478,6.87
HIP 41525,8.468655,46.248784,6.97
HIP 41526,8.469158,47.302191,7.98
HIP 41527,8.469647,-52.760502,8.72
HIP 41528,8.469964,-84.089804,8.55
HIP 41529,8.469998,-36.722989,8.39
HIP 41530,8.470019,35.954488,8.55
HIP 41531,8.470058,-37.730243,8.83
HIP 41532,8.470071,7.14715,7.68
HIP 41533,8.47012,-41.834508,9.06
HIP 41534,8.470208,-27.564736,7.51
HIP 41535,8.470418,-27.257894,9.38
HIP 41536,8.47057,58.744664,8.84
HIP 41537,8.47069,-42.230376,7.56
HIP 41538,8.47071,0.243944,7.3
HIP 41539,8.471045,-51.770388,7.45
HIP 41540,8.471142,-63.631958,9.15
HIP 41541,8.471252,-22.981262,9.25
HIP 41542,8.47136,-14.587832,8.35
HIP 41543,8.471465,-44.523809,9.6
HIP 41544,8.471796,56.60148,7.73
HIP 41545,8.471862,-44.52221,12.29
HIP 41546,8.472029,-35.16717,7.62
HIP 41547,8.472163,-8.81628,6.43
HIP 41548,8.472367,33.685292,7.15
HIP 41549,8.472415,49.687319,7.42
HIP 41550,8.47257,6.700709,7.37
HIP 41551,8.472672,54.691885,8.58
HIP 41553,8.472883,47.753919,9.15
HIP 41552,8.472891,37.012034,7.68
HIP 41554,8.47285,35.016455,10.76
HIP 41555,8.473107,-4.285778,7.95
HIP 41556,8.473117,38.100169,9.34
HIP 41558,8.473282,-13.55502,7.93
HIP 41557,8.473294,-56.04114,8.47
HIP 41559,8.473476,-46.955154,8.18
HIP 41560,8.473798,16.843206,10.39
HIP 41561,8.473875,16.852521,9.2
HIP 41562,8.474219,-14.984406,8.39
HIP 41563,8.474579,-17.394861,8.83
HIP 41564,8.474765,-2.517126,6.42
HIP 41565,8.47523,-74.954814,8.92
HIP 41566,8.47552,-47.439142,8.65
HIP 41567,8.475626,-39.092444,8.28
HIP 41568,8.475845,61.141512,8.41
HIP 41569,8.47588,6.964865,7.15
HIP 41570,8.475965,-51.53849,8.58
HIP 41571,8.476282,47.704033,8.95
HIP 41573,8.476669,1.24749,7.4
HIP 41572,8.476678,-23.070981,6.5
28    Cnc,8.476884,24.144934,6.05
HIP 41576,8.476935,-41.174266,7.52
HIP 41575,8.476948,-58.369794,7.82
HIP 41577,8.476986,-68.616822,8.0
29    Cnc,8.477039,14.210822,5.94
HIP 41579,8.477653,-55.967098,9.57
HIP 41580,8.477905,-76.295688,9.47
HIP 41581,8.478056,60.943743,9.07
HIP 41582,8.478186,-23.82902,7.61
HIP 41583,8.478218,-54.499002,7.97
HIP 41584,8.478481,6.125085,8.6
HIP 41585,8.478593,10.835309,9.17
HIP 41586,8.478613,-34.731614,7.68
HIP 41587,8.478656,-40.276711,9.06
HIP 41588,8.478805,-60.122575,7.31
HIP 41589,8.478872,-17.525212,8.37
HIP 41590,8.478904,-17.529368,8.88
HIP 41591,8.479061,-61.092587,9.03
HIP 41592,8.479138,39.936773,8.55
HIP 41593,8.479825,-40.296023,9.59
HIP 41594,8.479959,-41.533462,8.6
HIP 41595,8.480448,-7.544376,8.38
HIP 41596,8.480513,-16.063206,7.29
HIP 41597,8.480834,-9.748582,6.01
HIP 41598,8.481045,53.862205,7.12
HIP 41599,8.481128,-42.587475,6.61
HIP 41600,8.481164,-37.35428,10.41
HIP 41601,8.481179,-48.190438,7.84
HIP 41602,8.48121,-29.951212,7.9
HIP 41603,8.481508,-20.950401,6.69
HIP 41604,8.481568,-72.081775,6.88
HIP 41605,8.481896,4.807809,9.19
HIP 41606,8.481936,-52.961181,8.99
HIP 41607,8.482088,56.667085,7.05
HIP 41608,8.48225,76.30784,10.67
HIP 41609,8.482401,-15.870482,8.49
HIP 41610,8.482404,33.72866,8.45
HIP 41611,8.482662,-30.84938,8.0
HIP 41612,8.482962,-20.248007,9.53
HIP 41613,8.483743,10.283259,9.69
