Name,RA,Dec,V-Mag
HIP 41614,8.484057,34.320669,10.37
HIP 41615,8.484212,66.213825,8.33
HIP 41616,8.484654,-47.928923,5.33
HIP 41617,8.4847,-28.689349,7.69
HIP 41618,8.484886,-43.918858,6.78
HIP 41619,8.484959,-5.876064,7.36
HIP 41620,8.485397,-61.873397,8.5
HIP 41621,8.485436,-44.160413,5.82
HIP 41622,8.485546,-0.300139,7.74
HIP 41623,8.485872,12.551984,7.26
HIP 41624,8.485981,30.210571,9.41
HIP 41625,8.48604,-53.259795,8.39
HIP 41626,8.486188,45.762451,11.14
HIP 41627,8.486353,-28.665718,7.42
HIP 41628,8.486735,-9.022658,8.78
HIP 41629,8.486873,32.692306,6.92
HIP 41630,8.487,38.87391,7.94
HIP 41631,8.487245,-74.37197,9.0
HIP 41632,8.487894,29.469309,8.26
HIP 41633,8.489039,-26.921469,8.46
HIP 41634,8.489822,-43.636006,8.32
HIP 41635,8.489997,13.137639,7.86
HIP 41636,8.490504,77.059489,7.93
HIP 41637,8.490767,55.123308,11.97
HIP 41638,8.490903,20.429752,8.88
HIP 41639,8.490968,-44.724812,5.03
HIP 41640,8.490989,-27.332154,6.69
HIP 41641,8.49094,45.910304,9.98
HIP 41642,8.49111,34.128436,8.89
HIP 41643,8.491501,-60.179261,7.84
HIP 41644,8.491613,-54.211761,6.44
HIP 41645,8.491812,-0.960049,6.7
HIP 41646,8.491918,-34.262299,7.46
HIP 41647,8.492112,-18.757533,7.84
HIP 41648,8.492292,9.436203,8.39
HIP 41649,8.492553,-21.280822,8.53
HIP 41650,8.493028,-38.605868,8.51
HIP 41652,8.493441,8.417213,6.83
HIP 41653,8.493442,-55.190936,6.36
HIP 41651,8.493434,52.053165,8.61
HIP 41654,8.493472,-3.880502,8.65
HIP 41655,8.493537,42.48521,8.98
HIP 41656,8.493649,-41.524853,8.1
HIP 41657,8.493688,32.052382,8.11
HIP 41658,8.493923,-49.396868,9.11
HIP 41659,8.493888,-54.275845,9.49
HIP 41660,8.494462,24.344705,7.05
HIP 41662,8.49457,-9.976412,10.19
HIP 41661,8.494646,-1.746664,11.94
HIP 41664,8.494765,-6.318783,8.21
HIP 41663,8.49477,16.270281,11.47
HIP 41665,8.494996,-3.151465,8.8
HIP 41666,8.495209,-34.064897,7.84
HIP 41667,8.495261,-67.139795,7.28
HIP 41668,8.49545,-48.026273,7.72
HIP 41669,8.495677,34.973023,8.27
HIP 41670,8.495701,-32.749719,8.55
HIP 41671,8.495732,-32.212221,11.25
HIP 41672,8.495917,50.666551,8.75
HIP 41673,8.495993,62.272549,9.78
HIP 41674,8.496011,-46.331693,5.98
HIP 41675,8.496035,44.947039,9.38
HIP 41676,8.496182,67.297441,5.89
HIP 41677,8.496572,0.273558,7.59
HIP 41678,8.496719,44.170094,10.44
HIP 41679,8.497092,26.192858,6.81
HIP 41680,8.49715,-57.283358,9.12
HIP 41681,8.497261,-46.994499,9.18
HIP 41682,8.497291,31.369654,9.99
HIP 41683,8.497425,-10.466639,7.14
HIP 41684,8.497566,-44.743444,8.72
HIP 41685,8.497571,31.375594,9.5
HIP 41686,8.497679,15.535876,8.07
HIP 41687,8.49823,22.442293,9.89
HIP 41688,8.498659,0.019286,7.03
HIP 41690,8.498798,-45.184784,8.63
HIP 41689,8.498884,61.725756,10.29
HIP 41691,8.498975,37.070966,7.88
HIP 41692,8.499012,-45.811102,8.47
HIP 41693,8.499388,-35.539237,8.55
HIP 41694,8.499792,-16.715965,8.48
HIP 41695,8.500097,-54.82767,8.37
HIP 41696,8.500251,-60.714977,8.94
HIP 41697,8.501046,-65.915021,12.0
HIP 41698,8.501125,-62.066986,8.53
HIP 41699,8.501576,5.217938,8.85
HIP 41700,8.50277,28.081304,8.63
HIP 41701,8.504109,48.325883,9.17
HIP 41702,8.504226,40.370467,10.07
HIP 41703,8.504358,-51.134967,7.0
1Omi UMa,8.504431,60.718169,3.35
HIP 41705,8.504563,4.09535,8.61
HIP 41706,8.504962,-31.023392,9.3
HIP 41707,8.505278,-2.380319,7.93
HIP 41708,8.505364,-31.952359,9.06
HIP 41709,8.50558,-35.371837,9.13
HIP 41710,8.505644,20.857817,8.89
HIP 41711,8.506303,-15.367344,8.44
HIP 41712,8.506325,2.843601,7.85
HIP 41713,8.506395,39.370037,8.09
HIP 41714,8.506566,-30.512326,9.09
HIP 41715,8.506585,71.577678,8.59
HIP 41716,8.506671,-36.719997,8.49
HIP 41717,8.506792,-7.040095,7.52
HIP 41718,8.506929,-25.317555,8.74
HIP 41719,8.507011,-13.468453,7.33
HIP 41720,8.507138,-59.214089,8.77
HIP 41721,8.507867,-26.307723,11.38
HIP 41722,8.507906,-12.633689,7.79
HIP 41723,8.507948,-32.159285,5.61
HIP 41724,8.508086,-42.909461,8.97
HIP 41725,8.508165,45.114952,9.2
HIP 41726,8.508277,-36.721331,6.78
HIP 41727,8.508616,18.942976,8.57
HIP 41728,8.509358,28.965852,9.05
HIP 41729,8.509504,54.119147,6.76
HIP 41730,8.50956,-40.511663,7.05
HIP 41731,8.509678,2.100259,9.07
HIP 41732,8.509687,-7.157573,8.11
HIP 41733,8.50994,-10.197627,7.66
HIP 41734,8.509978,46.286162,8.37
HIP 41735,8.510273,-27.834273,7.85
HIP 41736,8.510771,-40.500662,7.52
HIP 41737,8.510898,-44.73732,6.3
HIP 41738,8.511053,-5.399062,9.74
HIP 41739,8.511573,46.74958,7.46
HIP 41740,8.512158,-70.842578,7.7
HIP 41741,8.512286,68.514934,7.15
HIP 41742,8.512408,-25.434618,8.75
HIP 41743,8.512415,23.485698,9.06
HIP 41744,8.512439,-43.174969,9.05
HIP 41745,8.51246,57.41984,9.23
HIP 41746,8.512894,-41.51501,6.62
HIP 41747,8.512922,-11.799704,7.54
HIP 41748,8.512946,61.972607,9.89
HIP 41750,8.51355,-31.134472,7.41
HIP 41749,8.513552,14.431085,8.49
HIP 41751,8.513697,2.274047,9.33
HIP 41752,8.513812,-17.464318,8.77
HIP 41753,8.514077,33.308755,11.43
HIP 41754,8.514088,-33.644758,7.09
HIP 41755,8.514435,78.228429,7.08
HIP 41756,8.514627,-50.853489,8.36
HIP 41757,8.51486,-15.834676,6.75
HIP 41758,8.51549,35.908919,8.67
HIP 41759,8.51553,-26.679039,8.51
HIP 41760,8.51556,26.022807,8.5
HIP 41761,8.515707,0.717984,9.64
HIP 41762,8.516144,48.013441,9.07
HIP 41763,8.516255,-33.634411,8.83
HIP 41764,8.516577,-30.040329,8.69
HIP 41765,8.516797,18.968385,7.43
HIP 41766,8.517381,1.33731,7.76
HIP 41767,8.517618,-15.184691,7.82
HIP 41768,8.517707,40.055573,7.06
HIP 41769,8.51772,-14.012066,7.47
HIP 41770,8.517877,35.362667,8.38
HIP 41771,8.517912,38.291567,7.35
HIP 41772,8.517918,-20.304087,7.41
HIP 41773,8.517988,-66.865067,7.74
HIP 41774,8.518314,-39.060963,7.32
HIP 41775,8.5187,59.912577,7.14
HIP 41776,8.518758,9.198398,7.99
HIP 41777,8.519166,-54.088274,8.22
HIP 41778,8.519327,49.314925,8.28
HIP 41779,8.519395,54.959831,7.63
HIP 41780,8.519601,-23.920579,8.39
HIP 41781,8.51962,-47.86662,6.39
HIP 41782,8.519624,40.22489,6.71
HIP 41783,8.519662,-10.937647,8.05
HIP 41784,8.519802,-47.665949,8.58
HIP 41785,8.520084,-60.222068,10.99
HIP 41786,8.520113,7.006408,8.19
HIP 41787,8.520255,47.765132,9.15
HIP 41788,8.520267,18.153653,9.87
HIP 41789,8.520432,-9.440372,9.13
HIP 41790,8.520859,11.855127,8.41
HIP 41791,8.521075,25.740407,7.57
HIP 41792,8.521157,11.638406,7.4
HIP 41793,8.521334,-59.22704,8.07
HIP 41794,8.521387,-18.796962,8.08
HIP 41795,8.521698,-68.589499,10.69
HIP 41797,8.521971,-17.005404,8.85
HIP 41796,8.522205,-84.685033,8.91
HIP 41798,8.522213,37.264942,6.18
HIP 41799,8.522358,-2.52266,8.81
HIP 41800,8.522673,-65.522776,7.45
HIP 41801,8.522701,22.047584,10.61
HIP 41802,8.522664,-6.033813,11.19
HIP 41803,8.522865,-48.74915,7.97
HIP 41804,8.523309,-19.505691,7.12
HIP 41805,8.523343,53.122159,7.98
HIP 41807,8.523519,68.761211,9.98
HIP 41806,8.523527,-39.06411,6.31
HIP 41808,8.524064,71.024492,8.22
HIP 41809,8.52431,72.29123,7.71
HIP 41810,8.524399,54.460404,9.58
HIP 41811,8.524451,-25.682168,7.77
HIP 41812,8.524777,24.98118,8.47
HIP 41813,8.524883,-54.39401,6.34
HIP 41814,8.525076,-9.327353,9.16
30Ups1Cnc,8.525145,24.081105,5.71
HIP 41815,8.525149,47.135515,9.59
HIP 41817,8.525257,-19.577462,5.42
HIP 41818,8.525369,17.335801,7.66
HIP 41819,8.525653,-21.078111,7.67
HIP 41820,8.526396,34.966224,7.26
HIP 41821,8.526444,30.6431,9.03
31The Cnc,8.526592,18.09442,5.33
HIP 41823,8.52686,-45.784785,7.0
HIP 41824,8.527107,19.394298,11.9
HIP 41825,8.527303,-62.339026,7.42
HIP 41826,8.527502,-62.744686,10.21
HIP 41827,8.527629,-0.183063,8.35
HIP 41828,8.52768,-47.241028,6.78
HIP 41829,8.52784,-23.539069,8.18
HIP 41830,8.527902,39.358427,10.9
HIP 41831,8.527944,-55.800624,7.98
HIP 41832,8.528041,53.560561,8.13
HIP 41833,8.528138,18.987732,6.5
HIP 41834,8.52817,-6.318766,8.98
HIP 41835,8.528554,55.776469,8.35
HIP 41836,8.528611,50.708929,8.3
HIP 41837,8.529066,-74.855021,6.72
HIP 41838,8.529276,64.758558,9.76
HIP 41839,8.529359,-8.853991,7.95
HIP 41840,8.529716,8.345998,9.17
HIP 41841,8.531032,29.711263,8.22
HIP 41842,8.531543,72.692094,7.42
HIP 41843,8.531804,9.8141,6.78
HIP 41844,8.531962,50.616692,7.44
HIP 41845,8.532065,36.380248,8.69
HIP 41846,8.532288,-26.703704,8.0
HIP 41847,8.53231,-50.189084,10.78
HIP 41848,8.532484,-39.066266,7.64
HIP 41849,8.533017,-16.884919,9.22
HIP 41850,8.53309,-18.390434,7.06
HIP 41851,8.53316,-31.047546,9.04
HIP 41852,8.533387,-20.802705,8.7
HIP 41853,8.533678,-61.178065,9.33
HIP 41854,8.533696,48.377777,9.06
HIP 41855,8.533841,-47.327733,7.97
HIP 41856,8.53386,-29.371227,7.59
HIP 41857,8.534165,49.810649,10.55
HIP 41858,8.534213,-31.71139,7.72
HIP 41859,8.534685,-65.668493,9.09
HIP 41860,8.534712,-27.493288,8.44
HIP 41861,8.534712,-53.21192,5.68
HIP 41862,8.53575,-36.107554,9.35
HIP 41863,8.53585,-39.952954,7.36
HIP 41864,8.536488,-56.633901,7.98
HIP 41865,8.536495,12.802779,7.29
HIP 41866,8.536628,-48.271879,8.26
HIP 41867,8.537235,48.239803,9.84
HIP 41868,8.537265,32.170226,7.79
HIP 41869,8.537271,-20.740539,10.01
HIP 41871,8.537759,-76.9288,7.58
HIP 41870,8.537823,-37.918088,8.18
HIP 41872,8.537922,8.884298,8.6
HIP 41873,8.538034,15.331298,8.38
HIP 41874,8.538038,-41.832377,7.02
HIP 41875,8.538151,29.319308,7.35
HIP 41876,8.538387,-5.108136,7.26
HIP 41877,8.538489,-19.468687,10.67
HIP 41878,8.538608,-43.93149,7.62
HIP 41879,8.538699,16.21284,8.52
HIP 41880,8.539532,-0.938002,9.11
HIP 41881,8.539795,-0.92775,10.04
HIP 41882,8.539828,-49.601326,6.87
HIP 41883,8.540053,23.74643,8.62
HIP 41885,8.540879,56.269621,9.85
HIP 41886,8.541085,3.673482,7.97
HIP 41887,8.541264,-55.409296,8.0
HIP 41888,8.541382,36.878671,9.81
HIP 41889,8.541814,15.823943,10.41
HIP 41890,8.541944,-40.209793,8.4
HIP 41891,8.542371,22.411149,9.12
HIP 41892,8.542392,75.738846,8.66
HIP 41893,8.5426,-15.030143,6.38
HIP 41894,8.542623,53.114848,6.23
HIP 41895,8.542794,56.720376,8.08
HIP 41896,8.543138,-5.899508,6.88
HIP 41897,8.543223,-55.123558,7.35
HIP 41898,8.543646,5.717607,7.27
HIP 41899,8.54378,-14.41797,6.62
HIP 41900,8.543952,15.739471,8.0
HIP 41901,8.54397,-3.178975,7.6
HIP 41902,8.544113,-68.864461,8.32
HIP 41903,8.54428,20.147084,8.38
34    Cnc,8.544409,10.066008,6.48
HIP 41905,8.544585,-47.042108,6.49
HIP 41906,8.544758,-55.469893,7.45
HIP 41907,8.544957,-73.35679,6.11
HIP 41908,8.545055,-44.044109,8.06
33Eta Cnc,8.545139,20.441162,5.33
HIP 41911,8.545261,-37.469424,8.28
HIP 41910,8.545261,-82.614316,8.87
HIP 41912,8.545371,34.046988,9.61
HIP 41913,8.545392,15.274594,7.41
HIP 41914,8.545477,42.140005,8.17
HIP 41915,8.545528,2.167237,8.94
HIP 41916,8.545727,-71.795448,8.15
HIP 41917,8.545784,43.624907,9.15
HIP 41918,8.546333,-33.558979,8.08
HIP 41919,8.54659,-41.879188,9.32
HIP 41920,8.546634,-4.058584,8.92
HIP 41921,8.546889,-45.637432,9.16
HIP 41922,8.547149,-1.299282,8.83
HIP 41923,8.54746,43.17974,11.21
HIP 41924,8.547703,-4.367169,9.21
HIP 41925,8.547777,79.17902,10.45
HIP 41926,8.547669,-31.500853,6.38
HIP 41927,8.548135,69.319901,6.31
HIP 41928,8.548272,-47.605514,6.57
HIP 41929,8.548368,-39.947537,8.94
HIP 41930,8.548392,38.510412,9.52
HIP 41931,8.5484,34.384243,7.52
HIP 41932,8.548445,-38.175094,7.87
HIP 41933,8.548514,50.665639,8.39
HIP 41934,8.548589,71.558356,10.44
HIP 41935,8.54861,38.016368,5.88
HIP 41936,8.548662,13.191241,11.36
HIP 41937,8.548757,-9.548786,9.92
HIP 41938,8.548991,-49.155068,7.22
HIP 41939,8.549584,-34.634039,6.36
32Ups2Cnc,8.55003,24.08479,6.35
HIP 41941,8.550517,-45.752906,6.36
HIP 41942,8.550579,-48.415605,9.09
HIP 41943,8.550843,41.801062,9.03
HIP 41944,8.550914,62.851372,8.51
HIP 41946,8.551035,64.519704,10.18
HIP 41945,8.551046,37.088124,8.79
HIP 41947,8.551162,-29.975667,8.88
HIP 41948,8.551296,67.29288,7.28
HIP 41950,8.551345,26.284962,9.92
HIP 41949,8.551346,-24.60696,6.19
HIP 41951,8.551383,11.268178,7.95
HIP 41952,8.5514,-23.624956,9.07
HIP 41953,8.551483,55.354759,7.66
HIP 41954,8.551541,-56.396613,7.49
HIP 41955,8.552209,55.357525,9.8
HIP 41956,8.552552,-15.764472,7.44
HIP 41957,8.552693,-22.327847,8.34
HIP 41958,8.552708,-43.683863,7.13
HIP 41959,8.552815,-26.038757,9.42
HIP 41960,8.5529,33.431332,7.82
HIP 41961,8.553013,-5.222647,6.8
HIP 41962,8.553098,31.508923,8.47
HIP 41963,8.553608,-31.775294,8.88
HIP 41964,8.553608,40.714214,9.72
HIP 41965,8.553728,-13.621597,8.74
HIP 41966,8.553984,49.26396,8.17
HIP 41967,8.554273,-29.95659,8.26
HIP 41968,8.554888,-5.32792,7.34
HIP 41969,8.555259,-63.844453,7.72
HIP 41970,8.555517,-38.370676,6.48
HIP 41971,8.555626,73.588021,8.52
HIP 41979,8.555649,20.406858,11.45
HIP 41972,8.555667,-36.660966,7.65
HIP 41973,8.555708,-12.737174,8.02
HIP 41974,8.555966,41.758144,8.08
32    Lyn,8.556042,36.436429,6.2
HIP 41976,8.556262,-7.914028,8.43
HIP 41977,8.556311,-42.851801,8.77
HIP 41978,8.556403,20.390086,8.54
HIP 41980,8.556684,-34.6487,7.86
HIP 41981,8.556891,-57.881007,8.48
HIP 41982,8.556922,-67.02401,8.9
HIP 41983,8.557044,-0.308086,7.93
HIP 41984,8.557779,-41.616689,7.05
HIP 41985,8.558286,-70.113806,8.27
HIP 41986,8.55841,-46.970661,6.25
HIP 41987,8.558434,-15.203628,8.06
HIP 41988,8.558494,77.459477,8.83
HIP 41989,8.558735,-7.233364,8.72
HIP 41990,8.55881,38.927789,10.4
HIP 41991,8.558828,-2.977296,7.75
HIP 41992,8.55931,-16.109615,6.56
HIP 41993,8.559442,51.014873,9.22
HIP 41994,8.559708,45.919271,10.07
HIP 41995,8.56006,-80.158653,7.02
HIP 41996,8.560115,35.798331,8.18
HIP 41997,8.560181,13.55079,7.82
HIP 41998,8.560524,39.954269,9.62
HIP 41999,8.560575,27.344959,8.58
HIP 42000,8.560626,7.695523,8.94
HIP 42001,8.560676,-38.848815,5.92
HIP 42002,8.560743,-63.315769,8.78
HIP 42003,8.560752,-42.633118,8.55
HIP 42004,8.560915,-47.508497,9.34
HIP 42005,8.561582,17.645846,9.02
HIP 42006,8.561787,37.111618,8.84
HIP 42007,8.561835,-44.946055,7.88
HIP 42008,8.562077,4.757,5.89
HIP 42009,8.562228,-28.134518,9.09
HIP 42010,8.562513,13.257311,6.26
HIP 42011,8.562701,-23.355549,7.22
HIP 42012,8.562899,14.673579,8.09
HIP 42013,8.562992,-9.998165,7.5
HIP 42014,8.563953,-32.019894,10.0
HIP 42015,8.564229,-10.964463,8.59
HIP 42016,8.564784,-33.490249,8.68
HIP 42017,8.564944,1.585464,7.58
HIP 42018,8.565245,-6.027974,8.77
HIP 42019,8.565301,58.60724,6.87
HIP 42020,8.565397,51.873412,9.83
HIP 42021,8.565477,-22.033617,8.13
HIP 42022,8.566087,-20.066727,8.86
HIP 42023,8.566126,10.586168,7.54
HIP 42024,8.566426,59.648558,9.81
HIP 42025,8.566746,-6.481985,8.16
HIP 42027,8.566882,-35.342578,9.17
HIP 42026,8.566887,-38.634768,9.12
HIP 42028,8.567116,-2.151555,5.8
HIP 42029,8.567144,-25.099399,6.99
HIP 42030,8.567553,-1.568217,7.46
HIP 42031,8.567589,-66.525826,8.98
HIP 42032,8.567664,42.5585,10.34
HIP 42033,8.567871,-41.678898,6.74
HIP 42034,8.56831,3.479594,8.93
HIP 42035,8.568486,25.233416,8.02
HIP 42036,8.568929,-44.544832,7.47
HIP 42037,8.569262,-9.952729,7.62
HIP 42038,8.569331,-53.071507,6.79
HIP 42039,8.569518,24.593321,8.94
HIP 42040,8.569715,-39.729094,7.01
HIP 42041,8.569757,-45.636591,7.55
HIP 42042,8.56983,-36.906199,6.69
HIP 42043,8.569903,1.134163,8.89
HIP 42044,8.57001,64.072307,10.17
HIP 42045,8.57005,63.622719,8.31
HIP 42046,8.570094,56.923086,8.17
HIP 42047,8.570225,-8.294039,8.65
HIP 42048,8.570245,-42.102526,7.27
HIP 42049,8.570375,8.452339,6.04
HIP 42050,8.570859,-12.346351,7.86
HIP 42051,8.57108,45.196652,7.74
HIP 42052,8.571805,25.510405,8.48
HIP 42053,8.57193,23.976567,8.13
HIP 42054,8.571982,-79.213152,8.52
HIP 42055,8.572203,-28.052258,8.63
HIP 42056,8.572226,22.508061,9.49
HIP 42057,8.572752,16.880222,8.35
HIP 42059,8.573135,-82.566731,6.84
HIP 42058,8.573144,18.397634,7.44
HIP 42060,8.573319,-36.693625,8.22
HIP 42061,8.573437,-54.667529,8.32
HIP 42062,8.573735,-21.202196,8.24
HIP 42063,8.573862,58.803656,9.14
HIP 42064,8.573894,-23.826893,7.67
HIP 42065,8.574049,-34.193678,8.0
HIP 42066,8.574087,-47.126097,8.02
HIP 42067,8.57429,-61.488296,8.44
HIP 42068,8.574341,67.188973,8.35
HIP 42069,8.574719,-51.093132,6.58
HIP 42070,8.574793,-37.611169,6.28
HIP 42071,8.574918,-27.098161,6.4
HIP 42072,8.574936,47.13963,6.68
HIP 42073,8.575007,-44.506274,9.27
HIP 42074,8.575458,-0.726067,7.32
HIP 42075,8.57554,-32.598744,6.41
HIP 42076,8.575891,5.503938,6.63
HIP 42077,8.575971,-5.154644,9.11
HIP 42078,8.576579,-44.270278,7.31
HIP 42079,8.576668,-57.098117,9.01
2    UMa,8.576711,65.14517,5.47
HIP 42081,8.577118,-2.754567,7.63
HIP 42082,8.577457,28.443724,8.51
HIP 42083,8.577551,21.493017,8.06
HIP 42084,8.577753,9.371451,8.93
HIP 42085,8.577941,-44.528318,7.93
HIP 42086,8.578015,69.968346,8.83
HIP 42087,8.578731,50.142059,10.01
HIP 42088,8.578778,-49.944203,5.01
33    Lyn,8.578858,36.419619,5.76
HIP 42089,8.578866,79.97444,10.06
HIP 42091,8.578844,63.179343,9.74
HIP 42092,8.579201,1.487097,8.21
HIP 42093,8.579616,41.444279,9.95
HIP 42094,8.579713,0.277667,9.44
HIP 42095,8.57979,-36.982416,7.94
HIP 42096,8.580624,69.685366,9.36
HIP 42097,8.580926,-26.496264,8.76
HIP 42098,8.581276,-14.456694,8.83
HIP 42099,8.581283,-21.459038,7.65
HIP 42100,8.581313,-58.796101,7.6
HIP 42101,8.581525,48.533721,6.75
HIP 42102,8.581834,-57.543582,9.24
HIP 42103,8.581957,73.480373,7.5
HIP 42104,8.582639,32.919089,9.02
HIP 42105,8.582856,72.004105,8.52
HIP 42106,8.583232,21.096989,11.15
HIP 42107,8.583413,-48.575326,8.8
HIP 42108,8.583477,-16.086229,10.28
HIP 42109,8.583634,50.472002,8.3
HIP 42110,8.583846,-27.996478,8.54
HIP 42111,8.584166,41.023788,7.42
HIP 42112,8.584501,11.28372,7.47
HIP 42113,8.584823,-28.899653,8.09
HIP 42114,8.584842,-22.255017,7.24
HIP 42115,8.584903,-8.845902,12.54
HIP 42116,8.585393,-45.228946,8.86
HIP 42117,8.5855,-49.743136,8.02
HIP 42118,8.585913,-12.052903,8.46
HIP 42119,8.585936,0.362622,6.94
HIP 42120,8.585972,17.262835,9.18
HIP 42121,8.586147,-54.206191,7.06
HIP 42122,8.586509,-34.024299,6.7
HIP 42123,8.586812,-39.970452,6.44
HIP 42124,8.586996,50.381122,8.51
HIP 42125,8.587092,52.200267,7.54
HIP 42126,8.587259,55.05298,9.97
HIP 42127,8.58749,-31.285623,7.87
HIP 42128,8.587622,-60.400665,8.38
HIP 42129,8.587658,-58.224735,5.27
HIP 42130,8.58772,-39.253309,8.05
HIP 42131,8.588207,15.729949,8.9
HIP 42132,8.588649,-19.041145,7.53
35    Cnc,8.588735,19.590063,6.55
HIP 42134,8.5888,-58.009228,4.84
HIP 42135,8.589059,75.179602,8.33
HIP 42136,8.58947,-51.820423,7.57
HIP 42137,8.589617,66.279432,9.02
HIP 42138,8.58982,66.270865,8.74
HIP 42139,8.589947,63.287958,10.02
HIP 42140,8.589954,3.292597,9.36
HIP 42141,8.590026,-30.948064,9.05
HIP 42142,8.590266,2.743449,6.35
HIP 42143,8.590694,-68.442903,8.81
HIP 42144,8.59089,-25.108198,7.53
HIP 42145,8.591091,41.740263,8.74
3    Hya,8.591166,-7.982292,5.72
HIP 42147,8.591307,-26.843487,5.95
HIP 42148,8.591402,-20.354151,8.5
HIP 42149,8.591506,-17.367744,9.81
HIP 42150,8.591531,31.071839,10.35
HIP 42151,8.591571,-29.52358,7.57
HIP 42152,8.591642,-55.102738,8.02
HIP 42153,8.592448,49.257996,7.89
HIP 42154,8.593491,-48.548295,8.19
HIP 42155,8.593541,-32.572375,9.02
HIP 42156,8.593637,-48.552174,10.48
HIP 42157,8.593664,-42.560459,7.47
HIP 42158,8.594038,-59.543039,9.63
HIP 42159,8.594271,9.499084,9.67
HIP 42160,8.594613,66.39333,8.68
HIP 42161,8.594736,-52.322307,7.47
HIP 42162,8.595211,-32.21395,8.11
HIP 42163,8.595508,-40.868444,7.41
HIP 42164,8.595854,19.77116,7.48
HIP 42166,8.596237,-28.478593,7.13
HIP 42165,8.596249,14.12026,8.52
HIP 42167,8.596257,53.725876,7.92
HIP 42168,8.596623,-75.107411,9.85
HIP 42169,8.596721,-43.755418,8.03
HIP 42170,8.597315,46.70312,9.52
HIP 42171,8.597408,-21.992398,9.41
HIP 42172,8.597493,6.62022,5.91
HIP 42173,8.597576,6.622776,7.25
HIP 42174,8.597557,-15.466736,11.19
HIP 42175,8.597676,-0.480853,8.18
HIP 42176,8.597755,-11.291475,7.36
HIP 42177,8.597787,-50.969651,5.79
HIP 42178,8.597889,-56.372805,7.06
HIP 42179,8.598749,31.815782,8.9
HIP 42180,8.599168,69.579125,8.15
HIP 42181,8.60036,-41.548294,8.29
HIP 42182,8.600408,30.018014,8.1
HIP 42183,8.60062,-44.396236,8.9
HIP 42184,8.600686,24.051149,6.99
HIP 42185,8.601009,29.03442,10.48
HIP 42186,8.601554,2.048754,8.01
HIP 42187,8.602142,15.313632,6.33
HIP 42188,8.602224,-64.813637,8.27
HIP 42189,8.602398,43.06529,8.81
HIP 42190,8.602836,-36.263556,7.87
HIP 42191,8.602838,-56.712359,6.97
HIP 42192,8.603008,-40.226975,8.95
HIP 42193,8.603042,13.777549,7.4
HIP 42194,8.603196,7.723574,7.94
HIP 42195,8.603647,13.769323,8.08
HIP 42196,8.603965,-41.557216,11.0
HIP 42197,8.604323,42.579862,6.98
HIP 42198,8.604656,-31.338297,7.59
HIP 42199,8.604772,-43.825036,8.93
HIP 42200,8.604813,43.617421,10.74
HIP 42201,8.604845,20.341506,7.47
HIP 42202,8.604941,-34.459979,8.9
HIP 42203,8.605175,-64.658576,7.86
HIP 42204,8.605273,-46.261986,8.83
HIP 42205,8.605664,3.957523,9.43
HIP 42206,8.605752,-70.676671,6.87
HIP 42207,8.606022,-32.261851,6.69
HIP 42208,8.606056,16.317765,8.01
HIP 42209,8.606066,17.288705,8.06
HIP 42210,8.606186,-71.659894,8.09
HIP 42212,8.606207,-78.495643,8.42
HIP 42211,8.606236,28.707697,8.05
HIP 42213,8.606368,-13.151338,7.96
HIP 42214,8.606398,-30.037627,8.08
HIP 42215,8.606437,-38.455363,7.22
HIP 42216,8.606559,-53.036481,8.35
HIP 42217,8.607091,-28.796591,8.11
HIP 42218,8.607219,61.119224,9.12
HIP 42219,8.607327,-50.098852,9.8
HIP 42220,8.607345,67.295115,9.28
HIP 42221,8.608191,-80.918549,9.19
HIP 42222,8.608719,11.703562,8.11
HIP 42223,8.608814,35.936714,9.83
HIP 42224,8.609039,-18.022282,8.46
HIP 42225,8.609061,-10.566234,8.12
HIP 42226,8.609718,-67.253508,8.83
HIP 42227,8.610095,-52.577881,9.5
HIP 42228,8.610213,-5.614807,9.72
HIP 42229,8.610264,-64.273542,9.01
HIP 42230,8.610407,34.823846,8.89
HIP 42231,8.610544,39.037084,11.84
HIP 42232,8.610788,44.935411,10.13
HIP 42233,8.610974,48.332917,8.26
HIP 42234,8.61099,-9.714237,7.48
HIP 42235,8.611106,22.172923,8.32
HIP 42236,8.611207,-60.327632,7.86
HIP 42237,8.611226,39.418852,8.39
HIP 42238,8.611264,39.770488,7.64
HIP 42239,8.611341,49.376291,7.09
HIP 42240,8.61139,-47.499861,7.39
HIP 42241,8.611427,13.995594,8.9
HIP 42243,8.611874,25.937283,7.47
HIP 42242,8.611875,-47.998395,7.38
HIP 42244,8.612266,45.042581,9.3
HIP 42245,8.612694,-52.516401,7.28
HIP 42246,8.61324,46.158439,10.21
HIP 42247,8.613335,18.882808,8.61
